,time,temperature,wind_speed,wind_direction,humidity,barometric_pressure,solar_radiation,precipitation
550,2019-12-23 22:59:59,5.3,0.55,139.0,81.0,948.0,0.0,0.0
551,2019-12-23 23:59:59,5.7,0.45,241.0,75.0,948.0,0.0,0.0
552,2019-12-24 00:59:59,4.5,0.82,146.0,82.0,948.0,0.0,0.0
553,2019-12-24 01:59:59,4.6,0.85,116.0,81.0,948.0,0.0,0.0
554,2019-12-24 02:59:59,4.2,0.83,111.0,83.0,948.0,0.0,0.0
555,2019-12-24 03:59:59,3.6,0.45,62.0,86.0,948.0,0.0,0.0
556,2019-12-24 04:59:59,3.1,0.72,25.0,89.0,948.0,0.0,0.0
557,2019-12-24 05:59:59,2.9,0.97,59.0,90.0,948.0,0.0,0.0
558,2019-12-24 06:59:59,2.8,1.18,77.0,89.0,948.0,0.0,0.0
559,2019-12-24 07:59:59,2.7,0.77,68.0,89.0,948.0,0.0,0.0
560,2019-12-24 08:59:59,2.7,1.07,59.0,89.0,948.0,12.0,0.0
561,2019-12-24 09:59:59,4.1,0.98,62.0,82.0,949.0,109.0,0.0
562,2019-12-24 10:59:59,4.7,1.88,66.0,79.0,949.0,207.0,0.0
563,2019-12-24 11:59:59,5.7,1.38,64.0,75.0,949.0,279.0,0.0
564,2019-12-24 12:59:59,9.2,0.65,77.0,63.0,948.0,420.0,0.0
565,2019-12-24 13:59:59,11.2,0.47,89.0,56.0,948.0,425.0,0.0
566,2019-12-24 14:59:59,12.7,0.4,59.0,52.0,947.0,415.0,0.0
567,2019-12-24 15:59:59,13.3,0.42,47.0,50.0,947.0,255.0,0.0
568,2019-12-24 16:59:59,10.7,1.03,73.0,60.0,947.0,104.0,0.0
569,2019-12-24 17:59:59,9.3,0.8,67.0,66.0,947.0,18.0,0.0
570,2019-12-24 18:59:59,8.9,1.05,67.0,68.0,947.0,0.0,0.0
571,2019-12-24 19:59:59,8.5,0.93,67.0,71.0,947.0,0.0,0.0
572,2019-12-24 20:59:59,8.2,0.73,43.0,75.0,947.0,0.0,0.0
573,2019-12-24 21:59:59,7.8,0.85,50.0,76.0,947.0,0.0,0.0
574,2019-12-24 22:59:59,7.2,1.37,31.0,78.0,947.0,0.0,0.0
575,2019-12-24 23:59:59,6.2,1.17,32.0,84.0,947.0,0.0,0.0
576,2019-12-25 00:59:59,5.8,1.45,36.0,86.0,947.0,0.0,0.0
577,2019-12-25 01:59:59,5.5,1.83,54.0,86.0,947.0,0.0,0.0
578,2019-12-25 02:59:59,4.9,1.57,36.0,87.0,947.0,0.0,0.0
579,2019-12-25 03:59:59,4.4,1.43,54.0,88.0,947.0,0.0,0.0
580,2019-12-25 04:59:59,4.4,0.77,36.0,86.0,946.0,0.0,0.0
581,2019-12-25 05:59:59,4.0,0.88,32.0,89.0,946.0,0.0,0.0
582,2019-12-25 06:59:59,4.6,0.83,36.0,88.0,946.0,0.0,0.0
583,2019-12-25 07:59:59,3.7,0.88,21.0,88.0,946.0,0.0,0.0
584,2019-12-25 08:59:59,3.7,1.02,59.0,85.0,946.0,12.0,0.0
585,2019-12-25 09:59:59,5.7,0.8,53.0,76.0,946.0,104.0,0.0
586,2019-12-25 10:59:59,7.4,0.85,62.0,71.0,947.0,243.0,0.0
587,2019-12-25 11:59:59,8.7,1.35,27.0,69.0,947.0,356.0,0.0
588,2019-12-25 12:59:59,10.8,0.78,90.0,63.0,946.0,423.0,0.0
589,2019-12-25 13:59:59,13.6,0.62,111.0,55.0,946.0,433.0,0.0
590,2019-12-25 14:59:59,13.6,0.9,161.0,57.0,945.0,393.0,0.0
591,2019-12-25 15:59:59,13.7,0.88,205.0,57.0,945.0,298.0,0.0
592,2019-12-25 16:59:59,12.8,0.85,245.0,60.0,945.0,108.0,0.0
593,2019-12-25 17:59:59,11.3,0.77,186.0,68.0,945.0,23.0,0.0
594,2019-12-25 18:59:59,10.4,0.53,223.0,72.0,945.0,0.0,0.0
595,2019-12-25 19:59:59,10.0,0.73,206.0,75.0,946.0,0.0,0.0
596,2019-12-25 20:59:59,9.4,0.58,257.0,80.0,946.0,0.0,0.0
597,2019-12-25 21:59:59,9.3,0.45,117.0,81.0,946.0,0.0,0.0
598,2019-12-25 22:59:59,8.9,0.48,138.0,82.0,946.0,0.0,0.0
599,2019-12-25 23:59:59,7.5,0.33,48.0,88.0,946.0,0.0,0.0
600,2019-12-26 00:59:59,7.0,0.5,75.0,89.0,946.0,0.0,0.0
601,2019-12-26 01:59:59,6.5,0.47,37.0,89.0,946.0,0.0,0.0
602,2019-12-26 02:59:59,5.8,0.7,53.0,89.0,946.0,0.0,0.0
603,2019-12-26 03:59:59,5.7,0.8,62.0,89.0,946.0,0.0,0.0
604,2019-12-26 04:59:59,5.3,0.88,67.0,91.0,946.0,0.0,0.0
605,2019-12-26 05:59:59,4.9,0.63,102.0,90.0,946.0,0.0,0.0
606,2019-12-26 06:59:59,4.6,0.82,83.0,91.0,946.0,0.0,0.0
607,2019-12-26 07:59:59,3.8,0.93,56.0,93.0,946.0,0.0,0.0
608,2019-12-26 08:59:59,4.0,1.02,89.0,92.0,946.0,6.0,0.0
609,2019-12-26 09:59:59,5.4,0.48,90.0,88.0,947.0,95.0,0.0
610,2019-12-26 10:59:59,7.7,0.73,53.0,79.0,947.0,234.0,0.0
611,2019-12-26 11:59:59,8.2,1.18,83.0,77.0,948.0,322.0,0.0
612,2019-12-26 12:59:59,8.8,1.33,78.0,76.0,948.0,281.0,0.0
613,2019-12-26 13:59:59,10.6,0.98,90.0,69.0,947.0,425.0,0.0
614,2019-12-26 14:59:59,11.8,1.43,73.0,62.0,947.0,398.0,0.0
615,2019-12-26 15:59:59,11.9,1.6,89.0,61.0,947.0,301.0,0.0
616,2019-12-26 16:59:59,12.5,0.92,148.0,60.0,947.0,199.0,0.0
617,2019-12-26 17:59:59,11.8,0.23,116.0,62.0,947.0,26.0,0.0
618,2019-12-26 18:59:59,10.9,0.97,65.0,63.0,948.0,0.0,0.0
619,2019-12-26 19:59:59,9.7,1.92,48.0,56.0,948.0,0.0,0.0
620,2019-12-26 20:59:59,8.5,1.73,65.0,61.0,948.0,0.0,0.0
621,2019-12-26 21:59:59,7.4,2.0,62.0,65.0,948.0,0.0,0.0
622,2019-12-26 22:59:59,6.0,2.58,32.0,70.0,948.0,0.0,0.0
623,2019-12-26 23:59:59,5.0,3.1,35.0,73.0,948.0,0.0,0.0
624,2019-12-27 00:59:59,4.2,1.23,78.0,76.0,948.0,0.0,0.0
625,2019-12-27 01:59:59,2.9,1.73,69.0,81.0,948.0,0.0,0.0
626,2019-12-27 02:59:59,2.7,2.57,73.0,81.0,948.0,0.0,0.0
627,2019-12-27 03:59:59,2.8,3.22,54.0,77.0,948.0,0.0,0.0
628,2019-12-27 04:59:59,2.5,2.23,19.0,71.0,948.0,0.0,0.0
629,2019-12-27 05:59:59,2.1,1.68,47.0,66.0,948.0,0.0,0.0
630,2019-12-27 06:59:59,1.8,1.3,32.0,63.0,948.0,0.0,0.0
631,2019-12-27 07:59:59,1.3,1.72,62.0,69.0,948.0,0.0,0.0
632,2019-12-27 08:59:59,1.7,2.08,73.0,65.0,948.0,12.0,0.0
633,2019-12-27 09:59:59,2.5,1.7,42.0,56.0,949.0,97.0,0.0
634,2019-12-27 10:59:59,4.2,1.52,20.0,49.0,949.0,238.0,0.0
635,2019-12-27 11:59:59,6.1,1.42,33.0,48.0,949.0,366.0,0.0
636,2019-12-27 12:59:59,7.7,1.37,62.0,47.0,949.0,437.0,0.0
637,2019-12-27 13:59:59,9.7,1.47,67.0,43.0,948.0,454.0,0.0
638,2019-12-27 14:59:59,11.2,0.95,62.0,43.0,948.0,403.0,0.0
639,2019-12-27 15:59:59,11.8,0.97,48.0,37.0,948.0,310.0,0.0
640,2019-12-27 16:59:59,12.9,0.15,358.0,35.0,948.0,171.0,0.0
641,2019-12-27 17:59:59,10.9,0.53,43.0,40.0,948.0,30.0,0.0
642,2019-12-27 18:59:59,9.6,0.47,8.0,45.0,948.0,0.0,0.0
643,2019-12-27 19:59:59,8.7,0.58,1.0,52.0,948.0,0.0,0.0
644,2019-12-27 20:59:59,8.0,1.32,65.0,59.0,948.0,0.0,0.0
645,2019-12-27 21:59:59,6.1,1.2,19.0,65.0,948.0,0.0,0.0
646,2019-12-27 22:59:59,5.3,1.67,62.0,61.0,948.0,0.0,0.0
647,2019-12-27 23:59:59,3.9,0.98,59.0,67.0,948.0,0.0,0.0
648,2019-12-28 00:59:59,3.1,0.75,306.0,68.0,948.0,0.0,0.0
649,2019-12-28 01:59:59,3.2,0.88,358.0,53.0,948.0,0.0,0.0
650,2019-12-28 02:59:59,1.9,1.15,73.0,63.0,948.0,0.0,0.0
651,2019-12-28 03:59:59,1.3,1.17,62.0,72.0,948.0,0.0,0.0
652,2019-12-28 04:59:59,1.9,1.25,36.0,53.0,948.0,0.0,0.0
653,2019-12-28 05:59:59,1.5,1.22,26.0,48.0,948.0,0.0,0.0
654,2019-12-28 06:59:59,1.0,1.57,5.0,49.0,948.0,0.0,0.0
655,2019-12-28 07:59:59,1.4,0.92,70.0,46.0,948.0,0.0,0.0
656,2019-12-28 08:59:59,0.5,1.12,59.0,53.0,948.0,10.0,0.0
657,2019-12-28 09:59:59,4.4,0.92,43.0,37.0,949.0,101.0,0.0
658,2019-12-28 10:59:59,5.9,0.83,90.0,34.0,949.0,247.0,0.0
659,2019-12-28 11:59:59,8.5,0.68,97.0,28.0,949.0,369.0,0.0
660,2019-12-28 12:59:59,10.4,0.8,278.0,26.0,948.0,440.0,0.0
661,2019-12-28 13:59:59,12.1,0.87,132.0,27.0,948.0,455.0,0.0
662,2019-12-28 14:59:59,11.7,1.43,105.0,28.0,948.0,414.0,0.0
663,2019-12-28 15:59:59,14.1,0.35,182.0,25.0,947.0,307.0,0.0
664,2019-12-28 16:59:59,14.2,0.55,292.0,26.0,947.0,165.0,0.0
665,2019-12-28 17:59:59,10.8,0.52,78.0,36.0,948.0,32.0,0.0
666,2019-12-28 18:59:59,9.8,0.25,23.0,41.0,948.0,0.0,0.0
667,2019-12-28 19:59:59,9.5,0.2,47.0,35.0,948.0,0.0,0.0
668,2019-12-28 20:59:59,8.9,0.65,43.0,39.0,948.0,0.0,0.0
669,2019-12-28 21:59:59,7.5,0.88,62.0,49.0,949.0,0.0,0.0
670,2019-12-28 22:59:59,6.6,1.1,53.0,53.0,949.0,0.0,0.0
671,2019-12-28 23:59:59,5.7,0.88,14.0,56.0,949.0,0.0,0.0
672,2019-12-29 00:59:59,4.9,0.8,32.0,55.0,949.0,0.0,0.0
673,2019-12-29 01:59:59,3.3,1.0,43.0,59.0,949.0,0.0,0.0
674,2019-12-29 02:59:59,3.4,1.92,65.0,50.0,949.0,0.0,0.0
675,2019-12-29 03:59:59,2.2,2.6,72.0,52.0,949.0,0.0,0.0
676,2019-12-29 04:59:59,2.2,1.42,62.0,54.0,949.0,0.0,0.0
677,2019-12-29 05:59:59,2.2,1.45,71.0,51.0,949.0,0.0,0.0
678,2019-12-29 06:59:59,2.0,0.87,53.0,52.0,949.0,0.0,0.0
679,2019-12-29 07:59:59,1.2,1.37,31.0,49.0,949.0,0.0,0.0
680,2019-12-29 08:59:59,1.9,1.13,28.0,45.0,949.0,9.0,0.0
681,2019-12-29 09:59:59,3.9,0.75,47.0,40.0,949.0,99.0,0.0
682,2019-12-29 10:59:59,4.7,0.9,48.0,39.0,950.0,247.0,0.0
683,2019-12-29 11:59:59,7.5,0.65,62.0,33.0,950.0,369.0,0.0
684,2019-12-29 12:59:59,8.4,0.9,62.0,33.0,949.0,426.0,0.0
685,2019-12-29 13:59:59,11.7,0.3,4.0,30.0,949.0,458.0,0.0
686,2019-12-29 14:59:59,13.2,0.52,203.0,29.0,948.0,405.0,0.0
687,2019-12-29 15:59:59,13.0,0.48,97.0,31.0,948.0,298.0,0.0
688,2019-12-29 16:59:59,11.2,0.65,172.0,35.0,948.0,165.0,0.0
689,2019-12-29 17:59:59,9.7,0.58,199.0,40.0,948.0,27.0,0.0
690,2019-12-29 18:59:59,8.4,0.18,233.0,44.0,948.0,0.0,0.0
691,2019-12-29 19:59:59,7.9,0.3,205.0,45.0,948.0,0.0,0.0
692,2019-12-29 20:59:59,7.4,0.68,262.0,49.0,948.0,0.0,0.0
693,2019-12-29 21:59:59,7.2,0.53,291.0,50.0,948.0,0.0,0.0
694,2019-12-29 22:59:59,7.0,0.23,284.0,52.0,948.0,0.0,0.0
695,2019-12-29 23:59:59,4.0,1.65,71.0,63.0,949.0,0.0,0.0
696,2019-12-30 00:59:59,3.3,1.45,67.0,67.0,949.0,0.0,0.0
697,2019-12-30 01:59:59,3.3,1.17,68.0,66.0,949.0,0.0,0.0
698,2019-12-30 02:59:59,3.1,0.87,66.0,65.0,949.0,0.0,0.0
699,2019-12-30 03:59:59,2.1,0.4,89.0,66.0,949.0,0.0,0.0
700,2019-12-30 04:59:59,1.2,0.58,83.0,67.0,949.0,0.0,0.0
701,2019-12-30 05:59:59,0.7,1.0,62.0,70.0,949.0,0.0,0.0
702,2019-12-30 06:59:59,0.6,1.05,64.0,71.0,949.0,0.0,0.0
703,2019-12-30 07:59:59,-0.3,1.4,69.0,72.0,949.0,0.0,0.0
704,2019-12-30 08:59:59,-0.1,1.65,75.0,71.0,949.0,9.0,0.0
705,2019-12-30 09:59:59,1.1,1.48,78.0,64.0,950.0,97.0,0.0
706,2019-12-30 10:59:59,3.1,1.02,83.0,59.0,950.0,235.0,0.0
707,2019-12-30 11:59:59,5.5,0.87,68.0,57.0,950.0,355.0,0.0
708,2019-12-30 12:59:59,7.0,1.02,159.0,58.0,950.0,427.0,0.0
709,2019-12-30 13:59:59,9.6,0.52,146.0,51.0,950.0,439.0,0.0
710,2019-12-30 14:59:59,9.7,0.82,186.0,51.0,949.0,399.0,0.0
711,2019-12-30 15:59:59,9.6,1.05,144.0,51.0,949.0,305.0,0.0
712,2019-12-30 16:59:59,8.8,1.07,165.0,56.0,949.0,167.0,0.0
713,2019-12-30 17:59:59,7.9,0.63,186.0,62.0,949.0,33.0,0.0
714,2019-12-30 18:59:59,7.0,0.68,284.0,65.0,949.0,0.0,0.0
715,2019-12-30 19:59:59,6.7,0.12,337.0,64.0,949.0,0.0,0.0
716,2019-12-30 20:59:59,5.5,0.58,146.0,72.0,949.0,0.0,0.0
717,2019-12-30 21:59:59,4.2,0.7,146.0,82.0,949.0,0.0,0.0
718,2019-12-30 22:59:59,3.3,0.4,205.0,88.0,950.0,0.0,0.0
719,2019-12-30 23:59:59,2.8,0.3,182.0,90.0,950.0,0.0,0.0
720,2019-12-31 00:59:59,2.8,0.27,133.0,89.0,950.0,0.0,0.0
721,2019-12-31 01:59:59,2.5,0.33,133.0,91.0,949.0,0.0,0.0
722,2019-12-31 02:59:59,1.9,0.5,64.0,90.0,949.0,0.0,0.0
723,2019-12-31 03:59:59,1.0,0.62,58.0,92.0,949.0,0.0,0.0
724,2019-12-31 04:59:59,0.8,0.93,43.0,91.0,949.0,0.0,0.0
725,2019-12-31 05:59:59,0.8,0.7,62.0,89.0,949.0,0.0,0.0
726,2019-12-31 06:59:59,0.4,0.78,54.0,87.0,949.0,0.0,0.0
727,2019-12-31 07:59:59,0.1,0.75,32.0,88.0,949.0,0.0,0.0
728,2019-12-31 08:59:59,0.1,0.62,5.0,85.0,949.0,9.0,0.0
729,2019-12-31 09:59:59,2.5,0.43,83.0,75.0,950.0,92.0,0.0
730,2019-12-31 10:59:59,3.8,0.82,83.0,71.0,950.0,227.0,0.0
731,2019-12-31 11:59:59,6.3,0.52,43.0,65.0,950.0,346.0,0.0
732,2019-12-31 12:59:59,7.9,0.85,122.0,61.0,950.0,415.0,0.0
733,2019-12-31 13:59:59,8.6,0.83,171.0,59.0,949.0,432.0,0.0
734,2019-12-31 14:59:59,9.5,0.95,132.0,57.0,949.0,392.0,0.0
735,2019-12-31 15:59:59,9.1,1.12,140.0,60.0,949.0,305.0,0.0
736,2019-12-31 16:59:59,8.8,0.9,175.0,64.0,949.0,184.0,0.0
737,2019-12-31 17:59:59,7.8,0.58,186.0,69.0,949.0,40.0,0.0
738,2019-12-31 18:59:59,6.9,0.37,249.0,73.0,949.0,0.0,0.0
739,2019-12-31 19:59:59,6.5,0.6,277.0,73.0,950.0,0.0,0.0
740,2019-12-31 20:59:59,6.1,0.15,254.0,76.0,950.0,0.0,0.0
741,2019-12-31 21:59:59,5.7,0.27,223.0,77.0,950.0,0.0,0.0
742,2019-12-31 22:59:59,4.8,0.1,67.0,81.0,950.0,0.0,0.0
743,2019-12-31 23:59:59,4.2,0.37,24.0,82.0,950.0,0.0,0.0
0,2020-01-01 00:59:59,2.8,0.32,35.0,82.0,950.0,0.0,0.0
1,2020-01-01 01:59:59,2.1,0.92,66.0,84.0,950.0,0.0,0.0
2,2020-01-01 02:59:59,1.8,1.03,67.0,84.0,949.0,0.0,0.0
3,2020-01-01 03:59:59,1.1,0.95,67.0,83.0,949.0,0.0,0.0
4,2020-01-01 04:59:59,0.9,0.77,67.0,83.0,949.0,0.0,0.0
5,2020-01-01 05:59:59,0.3,0.53,62.0,81.0,949.0,0.0,0.0
6,2020-01-01 06:59:59,0.3,0.52,25.0,80.0,949.0,0.0,0.0
7,2020-01-01 07:59:59,-0.5,0.67,31.0,84.0,950.0,0.0,0.0
8,2020-01-01 08:59:59,-0.1,0.68,13.0,82.0,950.0,9.0,0.0
9,2020-01-01 09:59:59,1.7,0.67,43.0,69.0,950.0,98.0,0.0
10,2020-01-01 10:59:59,3.9,0.45,34.0,61.0,950.0,234.0,0.0
11,2020-01-01 11:59:59,6.0,0.62,95.0,57.0,950.0,360.0,0.0
12,2020-01-01 12:59:59,7.7,0.73,83.0,56.0,950.0,437.0,0.0
13,2020-01-01 13:59:59,8.7,0.77,139.0,54.0,949.0,457.0,0.0
14,2020-01-01 14:59:59,9.1,1.02,146.0,54.0,949.0,422.0,0.0
15,2020-01-01 15:59:59,9.1,1.05,161.0,57.0,949.0,314.0,0.0
16,2020-01-01 16:59:59,8.8,1.0,160.0,60.0,949.0,190.0,0.0
17,2020-01-01 17:59:59,7.6,0.8,170.0,67.0,949.0,38.0,0.0
18,2020-01-01 18:59:59,6.5,0.25,65.0,73.0,949.0,0.0,0.0
19,2020-01-01 19:59:59,6.2,0.2,90.0,72.0,949.0,0.0,0.0
20,2020-01-01 20:59:59,6.0,0.2,132.0,73.0,949.0,0.0,0.0
21,2020-01-01 21:59:59,5.3,0.18,12.0,78.0,949.0,0.0,0.0
22,2020-01-01 22:59:59,4.4,0.48,22.0,79.0,949.0,0.0,0.0
23,2020-01-01 23:59:59,3.9,0.5,59.0,78.0,949.0,0.0,0.0
24,2020-01-02 00:59:59,2.6,0.6,31.0,80.0,949.0,0.0,0.0
25,2020-01-02 01:59:59,1.5,1.18,59.0,83.0,949.0,0.0,0.0
26,2020-01-02 02:59:59,1.3,1.1,79.0,82.0,949.0,0.0,0.0
27,2020-01-02 03:59:59,1.2,0.88,57.0,81.0,949.0,0.0,0.0
28,2020-01-02 04:59:59,0.7,0.53,48.0,81.0,948.0,0.0,0.0
29,2020-01-02 05:59:59,0.1,0.47,24.0,81.0,948.0,0.0,0.0
30,2020-01-02 06:59:59,-0.7,0.58,77.0,83.0,948.0,0.0,0.0
31,2020-01-02 07:59:59,-0.5,1.58,73.0,81.0,949.0,0.0,0.0
32,2020-01-02 08:59:59,-0.6,1.3,78.0,80.0,949.0,9.0,0.0
33,2020-01-02 09:59:59,1.5,0.68,46.0,72.0,949.0,96.0,0.0
34,2020-01-02 10:59:59,2.8,1.12,90.0,66.0,950.0,234.0,0.0
35,2020-01-02 11:59:59,4.7,0.78,106.0,61.0,950.0,353.0,0.0
36,2020-01-02 12:59:59,6.9,0.63,132.0,58.0,949.0,429.0,0.0
37,2020-01-02 13:59:59,8.0,0.75,186.0,56.0,949.0,441.0,0.0
38,2020-01-02 14:59:59,8.1,0.97,167.0,56.0,948.0,399.0,0.0
39,2020-01-02 15:59:59,8.1,1.1,149.0,56.0,948.0,309.0,0.0
40,2020-01-02 16:59:59,8.1,0.83,153.0,57.0,948.0,178.0,0.0
41,2020-01-02 17:59:59,7.0,0.48,175.0,61.0,948.0,30.0,0.0
42,2020-01-02 18:59:59,6.2,0.4,239.0,64.0,948.0,0.0,0.0
43,2020-01-02 19:59:59,5.9,0.47,205.0,64.0,949.0,0.0,0.0
44,2020-01-02 20:59:59,5.6,0.07,225.0,66.0,949.0,0.0,0.0
45,2020-01-02 21:59:59,5.2,0.08,274.0,68.0,949.0,0.0,0.0
46,2020-01-02 22:59:59,4.4,0.08,133.0,74.0,949.0,0.0,0.0
47,2020-01-02 23:59:59,4.0,0.12,144.0,76.0,949.0,0.0,0.0
48,2020-01-03 00:59:59,3.5,0.72,88.0,78.0,949.0,0.0,0.0
49,2020-01-03 01:59:59,2.6,0.27,83.0,81.0,949.0,0.0,0.0
50,2020-01-03 02:59:59,1.8,0.4,62.0,83.0,949.0,0.0,0.0
51,2020-01-03 03:59:59,1.0,0.28,77.0,86.0,949.0,0.0,0.0
52,2020-01-03 04:59:59,0.7,0.5,97.0,86.0,949.0,0.0,0.0
53,2020-01-03 05:59:59,0.2,0.33,31.0,88.0,949.0,0.0,0.0
54,2020-01-03 06:59:59,-0.3,0.17,144.0,90.0,949.0,0.0,0.0
55,2020-01-03 07:59:59,-0.3,0.12,228.0,93.0,950.0,1.0,0.0
56,2020-01-03 08:59:59,0.0,0.38,117.0,95.0,950.0,7.0,0.0
57,2020-01-03 09:59:59,-0.6,0.83,98.0,95.0,950.0,45.0,0.0
58,2020-01-03 10:59:59,-0.2,0.65,79.0,97.0,950.0,91.0,0.0
59,2020-01-03 11:59:59,0.0,0.92,89.0,98.0,951.0,111.0,0.0
60,2020-01-03 12:59:59,0.5,0.47,96.0,96.0,950.0,126.0,0.0
61,2020-01-03 13:59:59,1.2,0.68,158.0,92.0,950.0,151.0,0.0
62,2020-01-03 14:59:59,1.9,0.57,116.0,89.0,950.0,145.0,0.0
63,2020-01-03 15:59:59,2.3,0.85,116.0,87.0,950.0,158.0,0.0
64,2020-01-03 16:59:59,2.2,0.52,237.0,88.0,950.0,90.0,0.0
65,2020-01-03 17:59:59,1.7,0.28,151.0,91.0,950.0,21.0,0.0
66,2020-01-03 18:59:59,1.0,0.9,65.0,93.0,950.0,0.0,0.0
67,2020-01-03 19:59:59,0.1,1.12,76.0,98.0,950.0,1.0,0.0
68,2020-01-03 20:59:59,0.2,1.07,74.0,99.0,951.0,1.0,0.0
69,2020-01-03 21:59:59,0.0,1.27,1.0,100.0,951.0,1.0,0.0
70,2020-01-03 22:59:59,-0.2,0.78,5.0,100.0,951.0,0.0,0.0
71,2020-01-03 23:59:59,0.0,1.58,53.0,95.0,951.0,0.0,0.0
72,2020-01-04 00:59:59,0.1,2.88,59.0,86.0,951.0,0.0,0.0
73,2020-01-04 01:59:59,0.2,2.55,59.0,84.0,951.0,0.0,0.0
74,2020-01-04 02:59:59,0.4,2.25,48.0,84.0,951.0,0.0,0.0
75,2020-01-04 03:59:59,0.4,2.6,70.0,85.0,951.0,0.0,0.0
76,2020-01-04 04:59:59,0.2,2.3,65.0,88.0,950.0,0.0,0.0
77,2020-01-04 05:59:59,0.5,2.88,68.0,88.0,950.0,0.0,0.0
78,2020-01-04 06:59:59,0.3,2.88,74.0,88.0,950.0,0.0,0.0
79,2020-01-04 07:59:59,0.3,2.45,73.0,89.0,950.0,0.0,0.0
80,2020-01-04 08:59:59,0.6,2.23,67.0,88.0,951.0,10.0,0.0
81,2020-01-04 09:59:59,1.8,1.58,59.0,81.0,951.0,98.0,0.0
82,2020-01-04 10:59:59,3.1,1.68,62.0,75.0,951.0,241.0,0.0
83,2020-01-04 11:59:59,4.2,3.02,62.0,71.0,951.0,369.0,0.0
84,2020-01-04 12:59:59,5.7,3.5,77.0,65.0,951.0,447.0,0.0
85,2020-01-04 13:59:59,6.6,4.55,78.0,60.0,950.0,469.0,0.0
86,2020-01-04 14:59:59,7.6,3.8,62.0,58.0,950.0,430.0,0.0
87,2020-01-04 15:59:59,8.4,3.1,83.0,54.0,949.0,331.0,0.0
88,2020-01-04 16:59:59,8.2,2.6,67.0,55.0,949.0,190.0,0.0
89,2020-01-04 17:59:59,7.6,1.62,61.0,58.0,949.0,43.0,0.0
90,2020-01-04 18:59:59,6.5,1.18,77.0,61.0,950.0,0.0,0.0
91,2020-01-04 19:59:59,6.0,1.4,26.0,61.0,950.0,0.0,0.0
92,2020-01-04 20:59:59,5.4,2.1,62.0,63.0,950.0,0.0,0.0
93,2020-01-04 21:59:59,4.7,2.8,59.0,64.0,950.0,0.0,0.0
94,2020-01-04 22:59:59,3.7,2.13,73.0,68.0,950.0,0.0,0.0
95,2020-01-04 23:59:59,3.2,2.32,70.0,71.0,950.0,0.0,0.0
96,2020-01-05 00:59:59,2.6,2.68,61.0,73.0,950.0,0.0,0.0
97,2020-01-05 01:59:59,1.7,1.78,67.0,77.0,949.0,0.0,0.0
98,2020-01-05 02:59:59,1.0,1.77,48.0,77.0,949.0,0.0,0.0
99,2020-01-05 03:59:59,0.7,1.88,33.0,75.0,949.0,0.0,0.0
100,2020-01-05 04:59:59,0.3,1.92,54.0,78.0,949.0,0.0,0.0
101,2020-01-05 05:59:59,0.0,1.42,43.0,79.0,949.0,0.0,0.0
102,2020-01-05 06:59:59,-0.2,1.52,52.0,78.0,948.0,0.0,0.0
103,2020-01-05 07:59:59,-0.6,1.7,36.0,74.0,948.0,0.0,0.0
104,2020-01-05 08:59:59,-0.4,1.15,43.0,71.0,948.0,10.0,0.0
105,2020-01-05 09:59:59,1.3,1.0,28.0,66.0,949.0,100.0,0.0
106,2020-01-05 10:59:59,2.8,1.02,31.0,61.0,949.0,243.0,0.0
107,2020-01-05 11:59:59,4.5,0.95,83.0,57.0,949.0,366.0,0.0
108,2020-01-05 12:59:59,6.1,0.9,67.0,52.0,948.0,444.0,0.0
109,2020-01-05 13:59:59,9.0,0.53,254.0,44.0,948.0,458.0,0.0
110,2020-01-05 14:59:59,9.5,0.97,237.0,44.0,947.0,415.0,0.0
111,2020-01-05 15:59:59,8.8,0.95,150.0,49.0,947.0,325.0,0.0
112,2020-01-05 16:59:59,8.6,0.9,170.0,51.0,947.0,187.0,0.0
113,2020-01-05 17:59:59,7.0,0.68,160.0,57.0,947.0,43.0,0.0
114,2020-01-05 18:59:59,6.0,0.42,156.0,61.0,947.0,0.0,0.0
115,2020-01-05 19:59:59,5.4,0.6,175.0,65.0,947.0,0.0,0.0
116,2020-01-05 20:59:59,4.9,0.2,160.0,70.0,947.0,0.0,0.0
117,2020-01-05 21:59:59,4.5,0.03,74.0,73.0,947.0,0.0,0.0
118,2020-01-05 22:59:59,4.2,0.47,54.0,72.0,947.0,0.0,0.0
119,2020-01-05 23:59:59,3.2,0.6,54.0,74.0,947.0,0.0,0.0
120,2020-01-06 00:59:59,2.3,1.25,64.0,76.0,947.0,0.0,0.0
121,2020-01-06 01:59:59,1.5,1.0,67.0,79.0,947.0,0.0,0.0
122,2020-01-06 02:59:59,1.4,1.23,67.0,78.0,947.0,0.0,0.0
123,2020-01-06 03:59:59,1.1,1.0,17.0,73.0,947.0,0.0,0.0
124,2020-01-06 04:59:59,0.7,1.38,43.0,68.0,947.0,0.0,0.0
125,2020-01-06 05:59:59,0.9,0.75,49.0,66.0,947.0,0.0,0.0
126,2020-01-06 06:59:59,0.0,0.6,62.0,73.0,947.0,0.0,0.0
127,2020-01-06 07:59:59,-0.3,0.48,337.0,74.0,947.0,0.0,0.0
128,2020-01-06 08:59:59,0.4,0.8,343.0,68.0,948.0,10.0,0.0
129,2020-01-06 09:59:59,2.7,0.83,53.0,57.0,948.0,99.0,0.0
